threshold,cap,wordsRequiredAtD10,label,digest8,ndcg@1,ndcg@5,ndcg@8,ndcg@10,p@1,p@5,p@8,p@10,r@1,r@5,r@8,r@10,mrr@10,runLines,zeroResultQueries,p95SearchMs
0,1,1,sw-t0.0000-c1,e14b473e,0.097078,0.077916,0.077680,0.077659,0.101997,0.020399,0.012750,0.010200,0.071147,0.071147,0.071147,0.071147,0.101997,2304,0,1.597292
0,2,1,sw-t0.0000-c2,25cfdddf,0.097078,0.103044,0.102646,0.102586,0.101997,0.031250,0.019531,0.015625,0.071147,0.106574,0.106574,0.106574,0.127604,4608,0,1.571208
0,3,1,sw-t0.0000-c3,6b013897,0.097078,0.112970,0.112440,0.112350,0.101997,0.037674,0.023546,0.018837,0.071147,0.123778,0.123778,0.123778,0.136429,6912,0,1.624583
0,4,1,sw-t0.0000-c4,b5007041,0.097078,0.121908,0.121292,0.121189,0.101997,0.043837,0.027398,0.021918,0.071147,0.142267,0.142267,0.142267,0.142506,9216,0,1.723209
0,5,1,sw-t0.0000-c5,d1b76e7f,0.097078,0.129059,0.128345,0.128226,0.101997,0.049306,0.030816,0.024653,0.071147,0.158169,0.158169,0.158169,0.146238,11520,0,1.628958
0,6,1,sw-t0.0000-c6,baa58679,0.097078,0.129059,0.133105,0.132980,0.101997,0.049306,0.033366,0.026693,0.071147,0.158169,0.169888,0.169888,0.148770,13824,0,1.699416
0,7,1,sw-t0.0000-c7,29eb5959,0.097078,0.129059,0.136976,0.136844,0.101997,0.049306,0.035645,0.028516,0.071147,0.158169,0.179854,0.179854,0.150506,16128,0,1.536959
0,8,1,sw-t0.0000-c8,c98168ed,0.097078,0.129059,0.140393,0.140251,0.101997,0.049306,0.037652,0.030122,0.071147,0.158169,0.189303,0.189303,0.152080,18432,0,1.525125
0,9,1,sw-t0.0000-c9,29de11b6,0.097078,0.129059,0.140393,0.142864,0.101997,0.049306,0.037652,0.031554,0.071147,0.158169,0.189303,0.197134,0.152996,20736,0,1.707208
0,10,1,sw-t0.0000-c10,6245ccbf,0.097078,0.129059,0.140393,0.145337,0.101997,0.049306,0.037652,0.032769,0.071147,0.158169,0.189303,0.205223,0.153951,23040,0,1.635250
0.1,1,2,sw-t0.1000-c1,2683ec7f,0.097078,0.077916,0.077680,0.077659,0.101997,0.020399,0.012750,0.010200,0.071147,0.071147,0.071147,0.071147,0.101997,2293,11,1.304334
0.1,2,2,sw-t0.1000-c2,b4852967,0.097078,0.103044,0.102646,0.102586,0.101997,0.031250,0.019531,0.015625,0.071147,0.106574,0.106574,0.106574,0.127604,4571,11,1.165084
0.1,3,2,sw-t0.1000-c3,2b23cc4e,0.097078,0.112970,0.112440,0.112350,0.101997,0.037674,0.023546,0.018837,0.071147,0.123778,0.123778,0.123778,0.136429,6836,11,1.175625
0.1,4,2,sw-t0.1000-c4,a17ee8f5,0.097078,0.121908,0.121292,0.121189,0.101997,0.043837,0.027398,0.021918,0.071147,0.142267,0.142267,0.142267,0.142506,9084,11,1.081709
0.1,5,2,sw-t0.1000-c5,af78c6fe,0.097078,0.129059,0.128345,0.128226,0.101997,0.049306,0.030816,0.024653,0.071147,0.158169,0.158169,0.158169,0.146238,11317,11,1.395292
0.1,6,2,sw-t0.1000-c6,6b32bb0d,0.097078,0.129059,0.133105,0.132980,0.101997,0.049306,0.033366,0.026693,0.071147,0.158169,0.169888,0.169888,0.148770,13536,11,1.115250
0.1,7,2,sw-t0.1000-c7,81bf9d5d,0.097078,0.129059,0.136887,0.136755,0.101997,0.049306,0.035590,0.028472,0.071147,0.158169,0.179637,0.179637,0.150444,15741,11,1.126084
0.1,8,2,sw-t0.1000-c8,53c59b54,0.097078,0.129059,0.140167,0.140025,0.101997,0.049306,0.037543,0.030035,0.071147,0.158169,0.188652,0.188652,0.151963,17925,11,1.201250
0.1,9,2,sw-t0.1000-c9,642a4ea1,0.097078,0.129059,0.140167,0.142638,0.101997,0.049306,0.037543,0.031467,0.071147,0.158169,0.188652,0.196482,0.152880,20086,11,1.151542
0.1,10,2,sw-t0.1000-c10,7f436e2d,0.097078,0.129059,0.140167,0.145111,0.101997,0.049306,0.037543,0.032682,0.071147,0.158169,0.188652,0.204572,0.153835,22223,11,1.151250
0.1111,1,2,sw-t0.1111-c1,dec0d1ba,0.097078,0.077916,0.077680,0.077659,0.101997,0.020399,0.012750,0.010200,0.071147,0.071147,0.071147,0.071147,0.101997,2293,11,1.123000
0.1111,2,2,sw-t0.1111-c2,471f484b,0.097078,0.103044,0.102646,0.102586,0.101997,0.031250,0.019531,0.015625,0.071147,0.106574,0.106574,0.106574,0.127604,4571,11,1.188166
0.1111,3,2,sw-t0.1111-c3,be2a320a,0.097078,0.112970,0.112440,0.112350,0.101997,0.037674,0.023546,0.018837,0.071147,0.123778,0.123778,0.123778,0.136429,6836,11,1.102250
0.1111,4,2,sw-t0.1111-c4,4a8d752f,0.097078,0.121908,0.121292,0.121189,0.101997,0.043837,0.027398,0.021918,0.071147,0.142267,0.142267,0.142267,0.142506,9084,11,1.117541
0.1111,5,2,sw-t0.1111-c5,d7890d51,0.097078,0.129059,0.128345,0.128226,0.101997,0.049306,0.030816,0.024653,0.071147,0.158169,0.158169,0.158169,0.146238,11316,11,1.140875
0.1111,6,2,sw-t0.1111-c6,58625c5a,0.097078,0.129059,0.133105,0.132980,0.101997,0.049306,0.033366,0.026693,0.071147,0.158169,0.169888,0.169888,0.148770,13534,11,1.095458
0.1111,7,2,sw-t0.1111-c7,9323f8ee,0.097078,0.129059,0.136887,0.136755,0.101997,0.049306,0.035590,0.028472,0.071147,0.158169,0.179637,0.179637,0.150444,15738,11,1.149333
0.1111,8,2,sw-t0.1111-c8,bb6128de,0.097078,0.129059,0.140167,0.140025,0.101997,0.049306,0.037543,0.030035,0.071147,0.158169,0.188652,0.188652,0.151963,17921,11,1.120083
0.1111,9,2,sw-t0.1111-c9,9287815c,0.097078,0.129059,0.140167,0.142638,0.101997,0.049306,0.037543,0.031467,0.071147,0.158169,0.188652,0.196482,0.152880,20081,11,1.119625
0.1111,10,2,sw-t0.1111-c10,64f30fbe,0.097078,0.129059,0.140167,0.145111,0.101997,0.049306,0.037543,0.032682,0.071147,0.158169,0.188652,0.204572,0.153835,22217,11,1.113500
0.125,1,2,sw-t0.1250-c1,bbe45f68,0.097078,0.077916,0.077680,0.077659,0.101997,0.020399,0.012750,0.010200,0.071147,0.071147,0.071147,0.071147,0.101997,2293,11,1.127500
0.125,2,2,sw-t0.1250-c2,03850046,0.097078,0.103044,0.102646,0.102586,0.101997,0.031250,0.019531,0.015625,0.071147,0.106574,0.106574,0.106574,0.127604,4571,11,1.137833
0.125,3,2,sw-t0.1250-c3,8ae2ae46,0.097078,0.112970,0.112440,0.112350,0.101997,0.037674,0.023546,0.018837,0.071147,0.123778,0.123778,0.123778,0.136429,6836,11,1.115750
0.125,4,2,sw-t0.1250-c4,74e2c3f1,0.097078,0.121908,0.121292,0.121189,0.101997,0.043837,0.027398,0.021918,0.071147,0.142267,0.142267,0.142267,0.142506,9084,11,1.069375
0.125,5,2,sw-t0.1250-c5,7446b415,0.097078,0.129059,0.128345,0.128226,0.101997,0.049306,0.030816,0.024653,0.071147,0.158169,0.158169,0.158169,0.146238,11316,11,1.137417
0.125,6,2,sw-t0.1250-c6,a00376d5,0.097078,0.129059,0.133105,0.132980,0.101997,0.049306,0.033366,0.026693,0.071147,0.158169,0.169888,0.169888,0.148770,13534,11,1.093667
0.125,7,2,sw-t0.1250-c7,11517c89,0.097078,0.129059,0.136887,0.136755,0.101997,0.049306,0.035590,0.028472,0.071147,0.158169,0.179637,0.179637,0.150444,15738,11,2.048250
0.125,8,2,sw-t0.1250-c8,cb522149,0.097078,0.129059,0.140167,0.140025,0.101997,0.049306,0.037543,0.030035,0.071147,0.158169,0.188652,0.188652,0.151963,17921,11,1.188958
0.125,9,2,sw-t0.1250-c9,ea9dfd4e,0.097078,0.129059,0.140167,0.142638,0.101997,0.049306,0.037543,0.031467,0.071147,0.158169,0.188652,0.196482,0.152880,20081,11,1.506125
0.125,10,2,sw-t0.1250-c10,91ed381c,0.097078,0.129059,0.140167,0.145111,0.101997,0.049306,0.037543,0.032682,0.071147,0.158169,0.188652,0.204572,0.153835,22217,11,1.171083
0.1429,1,2,sw-t0.1429-c1,8094a512,0.097078,0.077916,0.077680,0.077659,0.101997,0.020399,0.012750,0.010200,0.071147,0.071147,0.071147,0.071147,0.101997,2293,11,1.240667
0.1429,2,2,sw-t0.1429-c2,847d5bf3,0.097078,0.103044,0.102646,0.102586,0.101997,0.031250,0.019531,0.015625,0.071147,0.106574,0.106574,0.106574,0.127604,4571,11,1.032542
0.1429,3,2,sw-t0.1429-c3,13d1cbb3,0.097078,0.112970,0.112440,0.112350,0.101997,0.037674,0.023546,0.018837,0.071147,0.123778,0.123778,0.123778,0.136429,6836,11,0.974459
0.1429,4,2,sw-t0.1429-c4,397350f5,0.097078,0.121908,0.121292,0.121189,0.101997,0.043837,0.027398,0.021918,0.071147,0.142267,0.142267,0.142267,0.142506,9084,11,1.053709
0.1429,5,2,sw-t0.1429-c5,310a03dc,0.097078,0.129059,0.128345,0.128226,0.101997,0.049306,0.030816,0.024653,0.071147,0.158169,0.158169,0.158169,0.146238,11316,11,1.026459
0.1429,6,2,sw-t0.1429-c6,59188aae,0.097078,0.129059,0.133105,0.132980,0.101997,0.049306,0.033366,0.026693,0.071147,0.158169,0.169888,0.169888,0.148770,13534,11,0.978542
0.1429,7,2,sw-t0.1429-c7,c50ca3f0,0.097078,0.129059,0.136887,0.136755,0.101997,0.049306,0.035590,0.028472,0.071147,0.158169,0.179637,0.179637,0.150444,15737,11,1.061834
0.1429,8,2,sw-t0.1429-c8,8fbfa88a,0.097078,0.129059,0.140167,0.140025,0.101997,0.049306,0.037543,0.030035,0.071147,0.158169,0.188652,0.188652,0.151963,17919,11,1.021208
0.1429,9,2,sw-t0.1429-c9,612b12d1,0.097078,0.129059,0.140167,0.142638,0.101997,0.049306,0.037543,0.031467,0.071147,0.158169,0.188652,0.196482,0.152880,20078,11,1.001708
0.1429,10,2,sw-t0.1429-c10,453cdc03,0.097078,0.129059,0.140167,0.145111,0.101997,0.049306,0.037543,0.032682,0.071147,0.158169,0.188652,0.204572,0.153835,22213,11,1.020416
0.15,1,2,sw-t0.1500-c1,18e74b04,0.097078,0.077916,0.077680,0.077659,0.101997,0.020399,0.012750,0.010200,0.071147,0.071147,0.071147,0.071147,0.101997,2293,11,0.934708
0.15,2,2,sw-t0.1500-c2,52b058e7,0.097078,0.103044,0.102646,0.102586,0.101997,0.031250,0.019531,0.015625,0.071147,0.106574,0.106574,0.106574,0.127604,4571,11,0.961917
0.15,3,2,sw-t0.1500-c3,5114fd1c,0.097078,0.112970,0.112440,0.112350,0.101997,0.037674,0.023546,0.018837,0.071147,0.123778,0.123778,0.123778,0.136429,6836,11,0.960250
0.15,4,2,sw-t0.1500-c4,a196b2e8,0.097078,0.121908,0.121292,0.121189,0.101997,0.043837,0.027398,0.021918,0.071147,0.142267,0.142267,0.142267,0.142506,9084,11,0.944375
0.15,5,2,sw-t0.1500-c5,02826ca1,0.097078,0.129059,0.128345,0.128226,0.101997,0.049306,0.030816,0.024653,0.071147,0.158169,0.158169,0.158169,0.146238,11316,11,0.999459
0.15,6,2,sw-t0.1500-c6,fff2f438,0.097078,0.129059,0.133105,0.132980,0.101997,0.049306,0.033366,0.026693,0.071147,0.158169,0.169888,0.169888,0.148770,13534,11,1.181375
0.15,7,2,sw-t0.1500-c7,2357679e,0.097078,0.129059,0.136887,0.136755,0.101997,0.049306,0.035590,0.028472,0.071147,0.158169,0.179637,0.179637,0.150444,15737,11,0.970000
0.15,8,2,sw-t0.1500-c8,93bc8d65,0.097078,0.129059,0.140167,0.140025,0.101997,0.049306,0.037543,0.030035,0.071147,0.158169,0.188652,0.188652,0.151963,17919,11,0.972792
0.15,9,2,sw-t0.1500-c9,dd728433,0.097078,0.129059,0.140167,0.142638,0.101997,0.049306,0.037543,0.031467,0.071147,0.158169,0.188652,0.196482,0.152880,20078,11,0.986291
0.15,10,2,sw-t0.1500-c10,86075e83,0.097078,0.129059,0.140167,0.145111,0.101997,0.049306,0.037543,0.032682,0.071147,0.158169,0.188652,0.204572,0.153835,22213,11,0.993459
0.1667,1,2,sw-t0.1667-c1,c5318a66,0.097078,0.077916,0.077680,0.077659,0.101997,0.020399,0.012750,0.010200,0.071147,0.071147,0.071147,0.071147,0.101997,2293,11,1.005875
0.1667,2,2,sw-t0.1667-c2,6725baaf,0.097078,0.103044,0.102646,0.102586,0.101997,0.031250,0.019531,0.015625,0.071147,0.106574,0.106574,0.106574,0.127604,4571,11,1.019125
0.1667,3,2,sw-t0.1667-c3,3d2cac6e,0.097078,0.112970,0.112440,0.112350,0.101997,0.037674,0.023546,0.018837,0.071147,0.123778,0.123778,0.123778,0.136429,6836,11,1.167792
0.1667,4,2,sw-t0.1667-c4,6599254e,0.097078,0.121908,0.121292,0.121189,0.101997,0.043837,0.027398,0.021918,0.071147,0.142267,0.142267,0.142267,0.142506,9084,11,1.109709
0.1667,5,2,sw-t0.1667-c5,dfc640d4,0.097078,0.129059,0.128345,0.128226,0.101997,0.049306,0.030816,0.024653,0.071147,0.158169,0.158169,0.158169,0.146238,11316,11,1.228125
0.1667,6,2,sw-t0.1667-c6,a202fa7e,0.097078,0.129059,0.133105,0.132980,0.101997,0.049306,0.033366,0.026693,0.071147,0.158169,0.169888,0.169888,0.148770,13533,11,1.113000
0.1667,7,2,sw-t0.1667-c7,daed1535,0.097078,0.129059,0.136887,0.136755,0.101997,0.049306,0.035590,0.028472,0.071147,0.158169,0.179637,0.179637,0.150444,15735,11,1.142792
0.1667,8,2,sw-t0.1667-c8,73a7f4f0,0.097078,0.129059,0.140167,0.140025,0.101997,0.049306,0.037543,0.030035,0.071147,0.158169,0.188652,0.188652,0.151963,17916,11,1.081167
0.1667,9,2,sw-t0.1667-c9,4a075d57,0.097078,0.129059,0.140167,0.142638,0.101997,0.049306,0.037543,0.031467,0.071147,0.158169,0.188652,0.196482,0.152880,20073,11,1.104958
0.1667,10,2,sw-t0.1667-c10,f7ede1b8,0.097078,0.129059,0.140167,0.145111,0.101997,0.049306,0.037543,0.032682,0.071147,0.158169,0.188652,0.204572,0.153835,22206,11,1.119125
0.2,1,3,sw-t0.2000-c1,2828908b,0.091869,0.073331,0.073094,0.073073,0.096788,0.019358,0.012099,0.009679,0.066879,0.066879,0.066879,0.066879,0.096788,1843,461,1.054542
0.2,2,3,sw-t0.2000-c2,4bbd9210,0.091869,0.095917,0.095519,0.095459,0.096788,0.029253,0.018283,0.014627,0.066879,0.098617,0.098617,0.098617,0.120660,3363,461,1.095042
0.2,3,3,sw-t0.2000-c3,7c2618e4,0.091869,0.104615,0.104087,0.103998,0.096788,0.034809,0.021756,0.017405,0.066879,0.113470,0.113470,0.113470,0.128038,4632,461,1.121041
0.2,4,3,sw-t0.2000-c4,a328d4b3,0.091869,0.111699,0.111114,0.111018,0.096788,0.039670,0.024794,0.019835,0.066879,0.128151,0.128151,0.128151,0.133030,5766,461,1.074500
0.2,5,3,sw-t0.2000-c5,c06725b4,0.091869,0.116501,0.115854,0.115747,0.096788,0.043490,0.027181,0.021745,0.066879,0.138835,0.138835,0.138835,0.135634,6763,461,1.100416
0.2,6,3,sw-t0.2000-c6,03fdc09f,0.091869,0.116501,0.118987,0.118878,0.096788,0.043490,0.028971,0.023177,0.066879,0.138835,0.146357,0.146357,0.137297,7665,461,1.056042
0.2,7,3,sw-t0.2000-c7,0ab47c03,0.091869,0.116501,0.121304,0.121190,0.096788,0.043490,0.030382,0.024306,0.066879,0.138835,0.152432,0.152432,0.138476,8484,461,1.025667
0.2,8,3,sw-t0.2000-c8,16f55b83,0.091869,0.116501,0.123025,0.122905,0.096788,0.043490,0.031467,0.025174,0.066879,0.138835,0.157136,0.157136,0.139289,9235,461,1.065875
0.2,9,3,sw-t0.2000-c9,a975d259,0.091869,0.116501,0.123025,0.123704,0.096788,0.043490,0.031467,0.025825,0.066879,0.138835,0.157136,0.159555,0.139579,9923,461,1.073167
0.2,10,3,sw-t0.2000-c10,b6ade04a,0.091869,0.116501,0.123025,0.124615,0.096788,0.043490,0.031467,0.026345,0.066879,0.138835,0.157136,0.162555,0.139926,10559,461,1.060875
0.2222,1,3,sw-t0.2222-c1,0c04d026,0.091869,0.073331,0.073094,0.073073,0.096788,0.019358,0.012099,0.009679,0.066879,0.066879,0.066879,0.066879,0.096788,1841,463,1.105625
0.2222,2,3,sw-t0.2222-c2,d179b0fa,0.091869,0.095917,0.095519,0.095459,0.096788,0.029253,0.018283,0.014627,0.066879,0.098617,0.098617,0.098617,0.120660,3358,463,1.043375
0.2222,3,3,sw-t0.2222-c3,4095469e,0.091869,0.104615,0.104087,0.103998,0.096788,0.034809,0.021756,0.017405,0.066879,0.113470,0.113470,0.113470,0.128038,4619,463,1.050792
0.2222,4,3,sw-t0.2222-c4,013b1f02,0.091869,0.111699,0.111114,0.111018,0.096788,0.039670,0.024794,0.019835,0.066879,0.128151,0.128151,0.128151,0.133030,5744,463,1.044125
0.2222,5,3,sw-t0.2222-c5,95ca9058,0.091869,0.116501,0.115854,0.115747,0.096788,0.043490,0.027181,0.021745,0.066879,0.138835,0.138835,0.138835,0.135634,6732,463,1.066417
0.2222,6,3,sw-t0.2222-c6,4c4e529a,0.091869,0.116501,0.118987,0.118878,0.096788,0.043490,0.028971,0.023177,0.066879,0.138835,0.146357,0.146357,0.137297,7624,463,1.090334
0.2222,7,3,sw-t0.2222-c7,6f046c35,0.091869,0.116501,0.121304,0.121190,0.096788,0.043490,0.030382,0.024306,0.066879,0.138835,0.152432,0.152432,0.138476,8431,463,1.046041
0.2222,8,3,sw-t0.2222-c8,fbff7380,0.091869,0.116501,0.123025,0.122905,0.096788,0.043490,0.031467,0.025174,0.066879,0.138835,0.157136,0.157136,0.139289,9170,463,1.084208
0.2222,9,3,sw-t0.2222-c9,fa19615a,0.091869,0.116501,0.123025,0.123704,0.096788,0.043490,0.031467,0.025825,0.066879,0.138835,0.157136,0.159555,0.139579,9845,463,1.065167
0.2222,10,3,sw-t0.2222-c10,19f07272,0.091869,0.116501,0.123025,0.124615,0.096788,0.043490,0.031467,0.026345,0.066879,0.138835,0.157136,0.162555,0.139926,10467,463,1.061125
0.25,1,3,sw-t0.2500-c1,5f17d28c,0.091869,0.073331,0.073094,0.073073,0.096788,0.019358,0.012099,0.009679,0.066879,0.066879,0.066879,0.066879,0.096788,1837,467,1.701917
0.25,2,3,sw-t0.2500-c2,97d0d1e9,0.091869,0.095917,0.095519,0.095459,0.096788,0.029253,0.018283,0.014627,0.066879,0.098617,0.098617,0.098617,0.120660,3349,467,0.933750
0.25,3,3,sw-t0.2500-c3,0d6a54c2,0.091869,0.104615,0.104087,0.103998,0.096788,0.034809,0.021756,0.017405,0.066879,0.113470,0.113470,0.113470,0.128038,4601,467,1.183250
0.25,4,3,sw-t0.2500-c4,e0f19cdb,0.091869,0.111699,0.111114,0.111018,0.096788,0.039670,0.024794,0.019835,0.066879,0.128151,0.128151,0.128151,0.133030,5712,467,1.172417
0.25,5,3,sw-t0.2500-c5,3ec9528e,0.091869,0.116501,0.115854,0.115747,0.096788,0.043490,0.027181,0.021745,0.066879,0.138835,0.138835,0.138835,0.135634,6685,467,1.059292
0.25,6,3,sw-t0.2500-c6,67961360,0.091869,0.116501,0.118987,0.118878,0.096788,0.043490,0.028971,0.023177,0.066879,0.138835,0.146357,0.146357,0.137297,7562,467,1.073916
0.25,7,3,sw-t0.2500-c7,d49688c0,0.091869,0.116501,0.121304,0.121190,0.096788,0.043490,0.030382,0.024306,0.066879,0.138835,0.152432,0.152432,0.138476,8353,467,1.171583
0.25,8,3,sw-t0.2500-c8,093b929a,0.091869,0.116501,0.123025,0.122905,0.096788,0.043490,0.031467,0.025174,0.066879,0.138835,0.157136,0.157136,0.139289,9076,467,1.039083
0.25,9,3,sw-t0.2500-c9,31b7ee82,0.091869,0.116501,0.123025,0.123704,0.096788,0.043490,0.031467,0.025825,0.066879,0.138835,0.157136,0.159555,0.139579,9735,467,1.042250
0.25,10,3,sw-t0.2500-c10,d5fe62f9,0.091869,0.116501,0.123025,0.124615,0.096788,0.043490,0.031467,0.026345,0.066879,0.138835,0.157136,0.162555,0.139926,10341,467,1.036542
0.2857,1,3,sw-t0.2857-c1,1f1cb03e,0.091869,0.073331,0.073094,0.073073,0.096788,0.019358,0.012099,0.009679,0.066879,0.066879,0.066879,0.066879,0.096788,1832,472,1.010917
0.2857,2,3,sw-t0.2857-c2,f638be8f,0.091869,0.095917,0.095519,0.095459,0.096788,0.029253,0.018283,0.014627,0.066879,0.098617,0.098617,0.098617,0.120660,3335,472,1.042250
0.2857,3,3,sw-t0.2857-c3,4d1fd9b8,0.091869,0.104615,0.104087,0.103998,0.096788,0.034809,0.021756,0.017405,0.066879,0.113470,0.113470,0.113470,0.128038,4577,472,1.048458
0.2857,4,3,sw-t0.2857-c4,8e2c1ba9,0.091869,0.111699,0.111114,0.111018,0.096788,0.039670,0.024794,0.019835,0.066879,0.128151,0.128151,0.128151,0.133030,5677,472,1.007583
0.2857,5,3,sw-t0.2857-c5,0e84ef45,0.091869,0.116501,0.115854,0.115747,0.096788,0.043490,0.027181,0.021745,0.066879,0.138835,0.138835,0.138835,0.135634,6637,472,1.016250
0.2857,6,3,sw-t0.2857-c6,4eaa17f4,0.091869,0.116501,0.118987,0.118878,0.096788,0.043490,0.028971,0.023177,0.066879,0.138835,0.146357,0.146357,0.137297,7500,472,1.036167
0.2857,7,3,sw-t0.2857-c7,a1171cde,0.091869,0.116501,0.121304,0.121190,0.096788,0.043490,0.030382,0.024306,0.066879,0.138835,0.152432,0.152432,0.138476,8276,472,1.074708
0.2857,8,3,sw-t0.2857-c8,8854d828,0.091869,0.116501,0.122971,0.122852,0.096788,0.043490,0.031413,0.025130,0.066879,0.138835,0.157027,0.157027,0.139235,8984,472,1.059917
0.2857,9,3,sw-t0.2857-c9,44187682,0.091869,0.116501,0.122971,0.123651,0.096788,0.043490,0.031413,0.025781,0.066879,0.138835,0.157027,0.159447,0.139524,9628,472,1.004375
0.2857,10,3,sw-t0.2857-c10,9c65aeb1,0.091869,0.116501,0.122971,0.124561,0.096788,0.043490,0.031413,0.026302,0.066879,0.138835,0.157027,0.162447,0.139872,10219,472,1.025333
0.3,1,4,sw-t0.3000-c1,0e57485d,0.052373,0.041689,0.041608,0.041603,0.055556,0.011111,0.006944,0.005556,0.037814,0.037814,0.037814,0.037814,0.055556,727,1577,1.026125
0.3,2,4,sw-t0.3000-c2,ee1c90d0,0.052373,0.050160,0.050034,0.050013,0.055556,0.014670,0.009169,0.007335,0.037814,0.049613,0.049613,0.049613,0.064019,1119,1577,1.008625
0.3,3,4,sw-t0.3000-c3,639084aa,0.052373,0.052589,0.052407,0.052371,0.055556,0.016233,0.010145,0.008116,0.037814,0.053542,0.053542,0.053542,0.065755,1365,1577,1.025375
0.3,4,4,sw-t0.3000-c4,c2e68bf9,0.052373,0.053899,0.053702,0.053661,0.055556,0.017101,0.010688,0.008550,0.037814,0.056416,0.056416,0.056416,0.066623,1541,1577,1.038250
0.3,5,4,sw-t0.3000-c5,b9e6ff06,0.052373,0.054584,0.054354,0.054302,0.055556,0.017795,0.011122,0.008898,0.037814,0.057753,0.057753,0.057753,0.067057,1684,1577,0.993292
0.3,6,4,sw-t0.3000-c6,e2b6b519,0.052373,0.054584,0.054599,0.054547,0.055556,0.017795,0.011285,0.009028,0.037814,0.057753,0.058259,0.058259,0.067202,1800,1577,1.027709
0.3,7,4,sw-t0.3000-c7,0c0c5dcc,0.052373,0.054584,0.054893,0.054836,0.055556,0.017795,0.011556,0.009245,0.037814,0.057753,0.058912,0.058912,0.067326,1894,1577,1.012750
0.3,8,4,sw-t0.3000-c8,020283d6,0.052373,0.054584,0.055064,0.055003,0.055556,0.017795,0.011664,0.009332,0.037814,0.057753,0.059348,0.059348,0.067380,1979,1577,1.018125
0.3,9,4,sw-t0.3000-c9,875543be,0.052373,0.054584,0.055064,0.055185,0.055556,0.017795,0.011664,0.009418,0.037814,0.057753,0.059348,0.059890,0.067477,2054,1577,1.011208
0.3,10,4,sw-t0.3000-c10,426d5763,0.052373,0.054584,0.055064,0.055212,0.055556,0.017795,0.011664,0.009462,0.037814,0.057753,0.059348,0.059892,0.067477,2123,1577,1.009375
0.3333,1,4,sw-t0.3333-c1,31a3a983,0.052373,0.041689,0.041608,0.041603,0.055556,0.011111,0.006944,0.005556,0.037814,0.037814,0.037814,0.037814,0.055556,712,1592,1.038166
0.3333,2,4,sw-t0.3333-c2,9019c914,0.052373,0.049886,0.049761,0.049739,0.055556,0.014583,0.009115,0.007292,0.037814,0.049179,0.049179,0.049179,0.063802,1084,1592,1.027125
0.3333,3,4,sw-t0.3333-c3,1608eb3f,0.052373,0.052098,0.051916,0.051880,0.055556,0.016059,0.010037,0.008030,0.037814,0.052674,0.052674,0.052674,0.065394,1310,1592,0.973334
